Nama Produk,Product ID,SKU,Status,Harga,Lokasi Gudang,Stok Tersedia,Stok Utama,Stok Diskon,Stok Campaign (Lainnya),Stok Campaign (Kejar Diskon),Stok Campaign (Kejar Diskon Spesial),Stok Campaign (Rilisan Spesial)
GIFT - HiLo Protein Chocofit UHT 190 mL (1 Tetrapack),13475823075,(B)2HH1409249,1,14100,Jakarta Cakung,5,5,0,0,0,0,0
Dapur Sehat Package: TS Sunflower Oil 946ml + TS Kecap Manis 200ml,1418759104,PT26T46,1,143200,Jakarta Cakung,0,0,0,0,0,0,0
Dapur Sehat Package: TS Sunflower Oil 946ml + TS Kecap Manis 200ml,1418759104,PT26T46,1,143200,Surabaya Osowilangun,0,0,0,0,0,0,0
Dapur Sehat Package: TS Sunflower Oil 946ml + TS Kecap Manis 200ml,1418759104,PT26T46,1,143200,Medan Amplas,0,0,0,0,0,0,0
Dapur Sehat Package: TS Sunflower Oil 946ml + TS Kecap Manis 200ml,1418759104,PT26T46,1,143200,Bandung Nasution,1,0,1,0,0,0,0
Triple Pack: Tropicana Slim Klepon Cookies (5 Sch),2364675667,2104589105P3,1,86400,Surabaya Rungkut,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Klepon Cookies (5 Sch),2364675667,2104589105P3,1,86400,Jakarta Cakung,24,0,16,8,0,0,0
Triple Pack: Tropicana Slim Klepon Cookies (5 Sch),2364675667,2104589105P3,1,86400,Surabaya Osowilangun,6,0,6,0,0,0,0
Triple Pack: Tropicana Slim Klepon Cookies (5 Sch),2364675667,2104589105P3,1,86400,Medan Amplas,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Klepon Cookies (5 Sch),2364675667,2104589105P3,1,86400,Bandung Nasution,8,0,8,0,0,0,0
FREE Klepon Cookies - Tropicana Slim Susu Low Fat Macchiato 500gr (x2),5841682298,PB105H86(2),3,318800,Surabaya Osowilangun,0,0,0,0,0,0,0
Twin Pack - L-Men Protein Bar Strongberry 12 Sachet - Tinggi Protein,12246796199,2LH1204172P2,1,264000,Jakarta Cakung,95,0,77,18,0,0,0
Twin Pack - L-Men Protein Bar Strongberry 12 Sachet - Tinggi Protein,12246796199,2LH1204172P2,1,264000,Surabaya Osowilangun,17,0,17,0,0,0,0
Twin Pack - L-Men Protein Bar Strongberry 12 Sachet - Tinggi Protein,12246796199,2LH1204172P2,1,264000,Bandung Nasution,7,0,7,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,2105084180P2,1,292000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,2105084180P2,1,292000,Bandung Nasution,1,0,1,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,2105084180P2,1,292000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,2105084180P2,1,292000,Jakarta Cakung,167,0,155,12,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,2105084180P2,1,292000,Surabaya Osowilangun,6,0,6,0,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,2104406,1,103700,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,2104406,1,103700,Jakarta Cakung,15,0,9,6,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,2104406,1,103700,Surabaya Osowilangun,12,0,12,0,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,2104406,1,103700,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,2104406,1,103700,Bandung Nasution,24,0,24,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,2101891443,1,22900,Jakarta Cakung,48,0,32,16,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,2101891443,1,22900,Surabaya Osowilangun,13,0,13,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,2101891443,1,22900,Medan Amplas,0,0,0,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,2101891443,1,22900,Bandung Nasution,9,0,9,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,2101891443,1,22900,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Low Fat Korean Strawberry 500gr Susu Kolagen,5617582573,2105028180P2,1,292000,Jakarta Cakung,20,0,15,5,0,0,0
Twin Pack: Tropicana Slim Low Fat Korean Strawberry 500gr Susu Kolagen,5617582573,2105028180P2,1,292000,Surabaya Osowilangun,2,0,2,0,0,0,0
Twin Pack: Tropicana Slim Low Fat Korean Strawberry 500gr Susu Kolagen,5617582573,2105028180P2,1,292000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Low Fat Korean Strawberry 500gr Susu Kolagen,5617582573,2105028180P2,1,292000,Bandung Nasution,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,2105777071,2104115163P3,1,80100,Surabaya Rungkut,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,2105777071,2104115163P3,1,80100,Jakarta Cakung,17,0,17,0,0,0,0
Triple Pack: Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,2105777071,2104115163P3,1,80100,Surabaya Osowilangun,2,0,2,0,0,0,0
Triple Pack: Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,2105777071,2104115163P3,1,80100,Medan Amplas,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,2105777071,2104115163P3,1,80100,Bandung Nasution,0,0,0,0,0,0,0
Green Packing - 4 Packs - L-Men Hi Protein 2 Go Chocolate RTD 200 ml,10371490830,(J)71110143,3,56400,Jakarta Cakung,0,0,0,0,0,0,0
Paket 2 Bulan - HiLo Gold Plain 1000gr (6) - Susu Tinggi Kalsium,4087256373,2101500195P6,1,1.044e+06,Bandung Nasution,0,0,0,0,0,0,0
Paket 2 Bulan - HiLo Gold Plain 1000gr (6) - Susu Tinggi Kalsium,4087256373,2101500195P6,1,1.044e+06,Jakarta Cakung,0,0,0,0,0,0,0
Paket 2 Bulan - HiLo Gold Plain 1000gr (6) - Susu Tinggi Kalsium,4087256373,2101500195P6,1,1.044e+06,Surabaya Osowilangun,0,0,0,0,0,0,0
12 Packs - Tropicana Slim Almond Drink 190ml- Ready to Drink Cokelat,9337693122,2T01402249P12,1,120000,Jakarta Cakung,73,0,57,16,0,0,0
12 Packs - Tropicana Slim Almond Drink 190ml- Ready to Drink Cokelat,9337693122,2T01402249P12,1,120000,Surabaya Osowilangun,5,0,5,0,0,0,0
12 Packs - Tropicana Slim Almond Drink 190ml- Ready to Drink Cokelat,9337693122,2T01402249P12,1,120000,Medan Amplas,0,0,0,0,0,0,0
12 Packs - Tropicana Slim Almond Drink 190ml- Ready to Drink Cokelat,9337693122,2T01402249P12,1,120000,Bandung Nasution,5,0,5,0,0,0,0
GIFT - Avoskin Ampoule Miraculous Retinol 30ml,13795804848,(G)71310068,1,194250,Jakarta Cakung,0,0,0,0,0,0,0
Lokalate Kopi Berondong 500gr - Tinggi Vitamin A Lebih Rendah Gula,3600674728,1101656360,1,62400,Medan Amplas,2,0,2,0,0,0,0
Lokalate Kopi Berondong 500gr - Tinggi Vitamin A Lebih Rendah Gula,3600674728,1101656360,1,62400,Bandung Nasution,10,0,10,0,0,0,0
Lokalate Kopi Berondong 500gr - Tinggi Vitamin A Lebih Rendah Gula,3600674728,1101656360,1,62400,Jakarta Cakung,6,0,6,0,0,0,0
Lokalate Kopi Berondong 500gr - Tinggi Vitamin A Lebih Rendah Gula,3600674728,1101656360,1,62400,Surabaya Osowilangun,20,0,20,0,0,0,0
NutriSari Premium Jus Mangga 420gr - Minuman Juice Kental Rasa Mangga,7963450079,1100534034,1,47100,Jakarta Cakung,34,0,20,14,0,0,0
NutriSari Premium Jus Mangga 420gr - Minuman Juice Kental Rasa Mangga,7963450079,1100534034,1,47100,Surabaya Osowilangun,1,0,1,0,0,0,0
NutriSari Premium Jus Mangga 420gr - Minuman Juice Kental Rasa Mangga,7963450079,1100534034,1,47100,Medan Amplas,0,0,0,0,0,0,0
NutriSari Premium Jus Mangga 420gr - Minuman Juice Kental Rasa Mangga,7963450079,1100534034,1,47100,Bandung Nasution,6,0,6,0,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,2101651180,1,103500,Medan Amplas,0,0,0,0,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,2101651180,1,103500,Bandung Nasution,34,0,34,0,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,2101651180,1,103500,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,2101651180,1,103500,Jakarta Cakung,165,0,127,38,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,2101651180,1,103500,Surabaya Osowilangun,53,0,53,0,0,0,0
Tropicana Slim Minyak Kanola 946ml (1 Carton / 12 Botol),2335709089,2104405P12,1,1.2924e+06,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim Minyak Kanola 946ml (1 Carton / 12 Botol),2335709089,2104405P12,1,1.2924e+06,Surabaya Osowilangun,1,0,1,0,0,0,0
Tropicana Slim Minyak Kanola 946ml (1 Carton / 12 Botol),2335709089,2104405P12,1,1.2924e+06,Bandung Nasution,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3611639654,2104148164P3,3,78000,Jakarta Cakung,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3611639654,2104148164P3,3,78000,Surabaya Osowilangun,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3611639654,2104148164P3,3,78000,Medan Amplas,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3611639654,2104148164P3,3,78000,Bandung Nasution,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3611639654,2104148164P3,3,78000,Surabaya Rungkut,0,0,0,0,0,0,0
Buy 1 Get 1 Free - HiLo Gold Biscuit Cereal 500g - Susu Tinggi Kalsium,3764847551,2101524180P2,3,190000,Surabaya Rungkut,0,0,0,0,0,0,0
Buy 1 Get 1 Free - HiLo Gold Biscuit Cereal 500g - Susu Tinggi Kalsium,3764847551,2101524180P2,3,190000,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Milky Brown Sugar 200ml (1 pc) - Ready to Drink,6811438301,2101941250,3,7900,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Milky Brown Sugar 200ml (1 pc) - Ready to Drink,6811438301,2101941250,3,7900,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Milky Brown Sugar 200ml (1 pc) - Ready to Drink,6811438301,2101941250,3,7900,Medan Amplas,0,0,0,0,0,0,0
HiLo Milky Brown Sugar 200ml (1 pc) - Ready to Drink,6811438301,2101941250,3,7900,Bandung Nasution,0,0,0,0,0,0,0
HiLo Platinum Swiss Chocolate 420gr + Chocolate Spread 300gr,7579410939,PH22T41,1,229800,Jakarta Cakung,1,0,1,0,0,0,0
HiLo Platinum Swiss Chocolate 420gr + Chocolate Spread 300gr,7579410939,PH22T41,1,229800,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Platinum Swiss Chocolate 420gr + Chocolate Spread 300gr,7579410939,PH22T41,1,229800,Medan Amplas,0,0,0,0,0,0,0
HiLo Platinum Swiss Chocolate 420gr + Chocolate Spread 300gr,7579410939,PH22T41,1,229800,Bandung Nasution,5,0,5,0,0,0,0
Spesial Promo HiLo Teen Biscuit Caramel 500 gram - Near Expired,9651869927,(E)2101618180,3,99500,Bandung Nasution,0,0,0,0,0,0,0
Spesial Promo HiLo Teen Biscuit Caramel 500 gram - Near Expired,9651869927,(E)2101618180,3,99500,Surabaya Osowilangun,0,0,0,0,0,0,0
Spesial Promo HiLo Teen Biscuit Caramel 500 gram - Near Expired,9651869927,(E)2101618180,3,99500,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Sirup Orange - Sirup Bebas Gula,522027314,2104010270,1,39500,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Sirup Orange - Sirup Bebas Gula,522027314,2104010270,1,39500,Jakarta Cakung,58,0,40,18,0,0,0
Tropicana Slim Sirup Orange - Sirup Bebas Gula,522027314,2104010270,1,39500,Surabaya Osowilangun,8,0,8,0,0,0,0
Tropicana Slim Sirup Orange - Sirup Bebas Gula,522027314,2104010270,1,39500,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Sirup Orange - Sirup Bebas Gula,522027314,2104010270,1,39500,Bandung Nasution,19,0,19,0,0,0,0
NutriSari Blewah (40 Sch),644605696,1101522453,1,62000,Jakarta Cakung,49,0,11,38,0,0,0
NutriSari Blewah (40 Sch),644605696,1101522453,1,62000,Surabaya Osowilangun,51,0,51,0,0,0,0
NutriSari Blewah (40 Sch),644605696,1101522453,1,62000,Medan Amplas,0,0,0,0,0,0,0
NutriSari Blewah (40 Sch),644605696,1101522453,1,62000,Bandung Nasution,50,0,50,0,0,0,0
NutriSari Blewah (40 Sch),644605696,1101522453,1,62000,Surabaya Rungkut,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Susu Diabetamil Vanilla 150gr,3883156241,2154084141P3,3,119700,Surabaya Rungkut,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Susu Diabetamil Vanilla 150gr,3883156241,2154084141P3,3,119700,Jakarta Cakung,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Susu Diabetamil Vanilla 150gr,3883156241,2154084141P3,3,119700,Surabaya Osowilangun,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Susu Diabetamil Vanilla 150gr,3883156241,2154084141P3,3,119700,Medan Amplas,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Susu Diabetamil Vanilla 150gr,3883156241,2154084141P3,3,119700,Bandung Nasution,0,0,0,0,0,0,0
W'Dank Sarabba Ekstra (10 Sch) - Sarabba khas Makassar,4827008984,1101653318,3,23000,Surabaya Osowilangun,0,0,0,0,0,0,0
W'Dank Sarabba Ekstra (10 Sch) - Sarabba khas Makassar,4827008984,1101653318,3,23000,Medan Amplas,0,0,0,0,0,0,0
W'Dank Sarabba Ekstra (10 Sch) - Sarabba khas Makassar,4827008984,1101653318,3,23000,Bandung Nasution,0,0,0,0,0,0,0
W'Dank Sarabba Ekstra (10 Sch) - Sarabba khas Makassar,4827008984,1101653318,3,23000,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim Orange Cocoa (4 Sch) - Minuman Cokelat Tanpa Gula Pasir,6874246602,2T00803164,1,26700,Jakarta Cakung,46,0,36,10,0,0,0
Tropicana Slim Orange Cocoa (4 Sch) - Minuman Cokelat Tanpa Gula Pasir,6874246602,2T00803164,1,26700,Surabaya Osowilangun,24,0,24,0,0,0,0
Tropicana Slim Orange Cocoa (4 Sch) - Minuman Cokelat Tanpa Gula Pasir,6874246602,2T00803164,1,26700,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Orange Cocoa (4 Sch) - Minuman Cokelat Tanpa Gula Pasir,6874246602,2T00803164,1,26700,Bandung Nasution,9,0,9,0,0,0,0
Tropicana Slim Peanut Almond Butter Spread & Chocolate Spread 300gr,7109044841,PT41T74,3,199600,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim Peanut Almond Butter Spread & Chocolate Spread 300gr,7109044841,PT41T74,3,199600,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Peanut Almond Butter Spread & Chocolate Spread 300gr,7109044841,PT41T74,3,199600,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Peanut Almond Butter Spread & Chocolate Spread 300gr,7109044841,PT41T74,3,199600,Jakarta Cakung,0,0,0,0,0,0,0
Spesial Promo - Tropicana Slim Kecap Asin 200ml - Near Expired,12564262700,(E)2104393210,3,30400,Jakarta Cakung,0,0,0,0,0,0,0
NutriSari Florida Orange (40 Sch),652277609,1101907335,1,62000,Bandung Nasution,16,0,16,0,0,0,0
NutriSari Florida Orange (40 Sch),652277609,1101907335,1,62000,Surabaya Rungkut,0,0,0,0,0,0,0
NutriSari Florida Orange (40 Sch),652277609,1101907335,1,62000,Jakarta Cakung,19,0,0,19,0,0,0
NutriSari Florida Orange (40 Sch),652277609,1101907335,1,62000,Surabaya Osowilangun,89,0,89,0,0,0,0
NutriSari Florida Orange (40 Sch),652277609,1101907335,1,62000,Medan Amplas,8,0,8,0,0,0,0
HiLo Gold Sweet Potato 500gr - Susu Tinggi Kalsium,2016955079,2101578180,3,95000,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Gold Sweet Potato 500gr - Susu Tinggi Kalsium,2016955079,2101578180,3,95000,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Gold Sweet Potato 500gr - Susu Tinggi Kalsium,2016955079,2101578180,3,95000,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Gold Sweet Potato 500gr - Susu Tinggi Kalsium,2016955079,2101578180,3,95000,Medan Amplas,0,0,0,0,0,0,0
HiLo Gold Sweet Potato 500gr - Susu Tinggi Kalsium,2016955079,2101578180,3,95000,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Korean Goguma Cookies (5 Sch) - Snack Bebas Gula,1977192597,2104543105,1,28800,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Korean Goguma Cookies (5 Sch) - Snack Bebas Gula,1977192597,2104543105,1,28800,Jakarta Cakung,56,0,43,13,0,0,0
Tropicana Slim Korean Goguma Cookies (5 Sch) - Snack Bebas Gula,1977192597,2104543105,1,28800,Surabaya Osowilangun,15,0,15,0,0,0,0
Tropicana Slim Korean Goguma Cookies (5 Sch) - Snack Bebas Gula,1977192597,2104543105,1,28800,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Korean Goguma Cookies (5 Sch) - Snack Bebas Gula,1977192597,2104543105,1,28800,Bandung Nasution,20,0,20,0,0,0,0
GRATIS Tumbler Warna Warni - Twin Pack HiLo Active Vanilla 1000 gram,9172227977,PH89(2)G281,3,436000,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Teen+ Collagen Mix Berries Club 400 gram - Susu Tinggi Kalsium,10137198051,2HC0112021,1,103500,Jakarta Cakung,24,0,14,10,0,0,0
HiLo Teen+ Collagen Mix Berries Club 400 gram - Susu Tinggi Kalsium,10137198051,2HC0112021,1,103500,Surabaya Osowilangun,8,0,8,0,0,0,0
HiLo Teen+ Collagen Mix Berries Club 400 gram - Susu Tinggi Kalsium,10137198051,2HC0112021,1,103500,Bandung Nasution,12,0,12,0,0,0,0
Free Souffle Coffee 10s - HiLo Active Chocolate 1000g,12056820854,PH52B120,3,262700,Jakarta Cakung,0,0,0,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,2101428190,1,149500,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,2101428190,1,149500,Jakarta Cakung,19,0,11,8,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,2101428190,1,149500,Surabaya Osowilangun,10,0,10,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,2101428190,1,149500,Medan Amplas,0,0,0,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,2101428190,1,149500,Bandung Nasution,3,0,3,0,0,0,0
HiLo Thai Tea 200ml (24 Pcs) - Ready to Drink,746407649,2101947250P24,1,189600,Bandung Nasution,1,0,1,0,0,0,0
HiLo Thai Tea 200ml (24 Pcs) - Ready to Drink,746407649,2101947250P24,1,189600,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Thai Tea 200ml (24 Pcs) - Ready to Drink,746407649,2101947250P24,1,189600,Jakarta Cakung,2,0,2,0,0,0,0
HiLo Thai Tea 200ml (24 Pcs) - Ready to Drink,746407649,2101947250P24,1,189600,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Thai Tea 200ml (24 Pcs) - Ready to Drink,746407649,2101947250P24,1,189600,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Hokkaido Cheese Cookies (1 Carton / 12 x 5 Sch),1629151551,2104523105P12,3,345600,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Hokkaido Cheese Cookies (1 Carton / 12 x 5 Sch),1629151551,2104523105P12,3,345600,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim Hokkaido Cheese Cookies (1 Carton / 12 x 5 Sch),1629151551,2104523105P12,3,345600,Surabaya Osowilangun,0,0,0,0,0,0,0
Paket Tropicana Slim Snack & Minuman Bebas Gula,4585543644,PT40T51T61T64,3,110300,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo School Milk Choco Bites (10 Sch) - Harga Spesial,6795221760,(E)2101481443,3,25500,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim Sweetener Stevia 100 Sch - Pemanis Alami,11589651117,2103300063,1,138500,Jakarta Cakung,562,0,321,241,0,0,0
Tropicana Slim Sweetener Stevia 100 Sch - Pemanis Alami,11589651117,2103300063,1,138500,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim Sweetener Stevia 100 Sch - Pemanis Alami,11589651117,2103300063,1,138500,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Sweetener Stevia 100 Sch - Pemanis Alami,11589651117,2103300063,1,138500,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack - HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,12456255984,2101684195P2,1,384000,Jakarta Cakung,268,0,230,38,0,0,0
Twin Pack - HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,12456255984,2101684195P2,1,384000,Surabaya Osowilangun,79,0,79,0,0,0,0
Twin Pack - HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,12456255984,2101684195P2,1,384000,Bandung Nasution,10,0,10,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,2101651190P2,3,299000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,2101651190P2,3,299000,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,2101651190P2,3,299000,Surabaya Osowilangun,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,2101651190P2,3,299000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,2101651190P2,3,299000,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack: HiLo Active Vanilla 1000gr - Susu Tinggi Kalsium,3742075599,2101485195P2,1,410000,Surabaya Osowilangun,3,0,3,0,0,0,0
Twin Pack: HiLo Active Vanilla 1000gr - Susu Tinggi Kalsium,3742075599,2101485195P2,1,410000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo Active Vanilla 1000gr - Susu Tinggi Kalsium,3742075599,2101485195P2,1,410000,Bandung Nasution,3,0,3,0,0,0,0
Twin Pack: HiLo Active Vanilla 1000gr - Susu Tinggi Kalsium,3742075599,2101485195P2,1,410000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: HiLo Active Vanilla 1000gr - Susu Tinggi Kalsium,3742075599,2101485195P2,1,410000,Jakarta Cakung,17,0,7,10,0,0,0
Twin Pack: HiLo Teen Biscuit Caramel 500gr - Susu Tinggi Kalsium,3397332344,2101618180P2,3,207000,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Biscuit Caramel 500gr - Susu Tinggi Kalsium,3397332344,2101618180P2,3,207000,Surabaya Osowilangun,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Biscuit Caramel 500gr - Susu Tinggi Kalsium,3397332344,2101618180P2,3,207000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Biscuit Caramel 500gr - Susu Tinggi Kalsium,3397332344,2101618180P2,3,207000,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Biscuit Caramel 500gr - Susu Tinggi Kalsium,3397332344,2101618180P2,3,207000,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Salted Caramel Cocoa 4 Sachet,8557551513,2T00804164,1,26700,Jakarta Cakung,30,0,22,8,0,0,0
Tropicana Slim Salted Caramel Cocoa 4 Sachet,8557551513,2T00804164,1,26700,Surabaya Osowilangun,20,0,20,0,0,0,0
Tropicana Slim Salted Caramel Cocoa 4 Sachet,8557551513,2T00804164,1,26700,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Salted Caramel Cocoa 4 Sachet,8557551513,2T00804164,1,26700,Bandung Nasution,7,0,7,0,0,0,0
HiLo School Chocolate 200ml (1 pc) - Susu Tinggi Kalsium,6811191149,2101492,1,8600,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo School Chocolate 200ml (1 pc) - Susu Tinggi Kalsium,6811191149,2101492,1,8600,Medan Amplas,0,0,0,0,0,0,0
HiLo School Chocolate 200ml (1 pc) - Susu Tinggi Kalsium,6811191149,2101492,1,8600,Bandung Nasution,0,0,0,0,0,0,0
HiLo School Chocolate 200ml (1 pc) - Susu Tinggi Kalsium,6811191149,2101492,1,8600,Jakarta Cakung,25,25,0,0,0,0,0
FREE Lunchbox - Twin Pack Tropicana Slim Minyak Sunflower 946 ml,9338034106,PT46(2)G279,3,297400,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim Almond Drink 190ml (1 pcs) - Ready to Drink Cokelat,9448999593,2T01402249,1,10000,Jakarta Cakung,20,20,0,0,0,0,0
Tropicana Slim Almond Drink 190ml (1 pcs) - Ready to Drink Cokelat,9448999593,2T01402249,1,10000,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim Almond Drink 190ml (1 pcs) - Ready to Drink Cokelat,9448999593,2T01402249,1,10000,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Almond Drink 190ml (1 pcs) - Ready to Drink Cokelat,9448999593,2T01402249,1,10000,Bandung Nasution,0,0,0,0,0,0,0
NutriSari Semangka (40 Sch),1412488691,1101954454,1,62000,Jakarta Cakung,6,0,6,0,0,0,0
NutriSari Semangka (40 Sch),1412488691,1101954454,1,62000,Surabaya Osowilangun,10,0,10,0,0,0,0
NutriSari Semangka (40 Sch),1412488691,1101954454,1,62000,Medan Amplas,0,0,0,0,0,0,0
NutriSari Semangka (40 Sch),1412488691,1101954454,1,62000,Bandung Nasution,28,0,28,0,0,0,0
NutriSari Semangka (40 Sch),1412488691,1101954454,1,62000,Surabaya Rungkut,0,0,0,0,0,0,0
